,YES VOTES,DISTRICT,COUNTY,PARTY
96135,553,SD 22,JEFFERSON,DEMOCRATIC PARTY
96182,872,SD 22,JEFFERSON,REPUBLICAN PARTY
96183,596,SD 22,JEFFERSON,DEMOCRATIC PARTY
96230,911,SD 22,JEFFERSON,REPUBLICAN PARTY
96231,847,SD 22,JEFFERSON,DEMOCRATIC PARTY
96278,776,SD 22,JEFFERSON,REPUBLICAN PARTY
96279,450,SD 22,JEFFERSON,DEMOCRATIC PARTY
96326,528,SD 22,JEFFERSON,REPUBLICAN PARTY
96327,334,SD 22,JEFFERSON,DEMOCRATIC PARTY
96374,513,SD 22,JEFFERSON,REPUBLICAN PARTY
96375,384,SD 22,JEFFERSON,DEMOCRATIC PARTY
96422,974,SD 22,JEFFERSON,REPUBLICAN PARTY
96423,723,SD 22,JEFFERSON,DEMOCRATIC PARTY
96470,546,SD 22,JEFFERSON,REPUBLICAN PARTY
96471,479,SD 22,JEFFERSON,DEMOCRATIC PARTY
96518,631,SD 22,JEFFERSON,REPUBLICAN PARTY
96519,511,SD 22,JEFFERSON,DEMOCRATIC PARTY
96566,717,SD 22,JEFFERSON,REPUBLICAN PARTY
96567,385,SD 22,JEFFERSON,DEMOCRATIC PARTY
96614,365,SD 22,JEFFERSON,REPUBLICAN PARTY
96615,397,SD 22,JEFFERSON,DEMOCRATIC PARTY
96662,634,SD 22,JEFFERSON,REPUBLICAN PARTY
96663,550,SD 22,JEFFERSON,DEMOCRATIC PARTY
96710,810,SD 22,JEFFERSON,REPUBLICAN PARTY
96711,540,SD 22,JEFFERSON,DEMOCRATIC PARTY
96758,442,SD 22,JEFFERSON,REPUBLICAN PARTY
96759,379,SD 22,JEFFERSON,DEMOCRATIC PARTY
96806,516,SD 22,JEFFERSON,REPUBLICAN PARTY
96807,499,SD 22,JEFFERSON,DEMOCRATIC PARTY
96854,811,SD 22,JEFFERSON,REPUBLICAN PARTY
96855,817,SD 22,JEFFERSON,DEMOCRATIC PARTY
96902,1062,SD 22,JEFFERSON,REPUBLICAN PARTY
96903,646,SD 22,JEFFERSON,DEMOCRATIC PARTY
96950,571,SD 22,JEFFERSON,REPUBLICAN PARTY
96951,387,SD 22,JEFFERSON,DEMOCRATIC PARTY
96998,155,SD 22,JEFFERSON,REPUBLICAN PARTY
96999,116,SD 22,JEFFERSON,DEMOCRATIC PARTY
99352,675,SD 22,JEFFERSON,REPUBLICAN PARTY
99353,566,SD 22,JEFFERSON,DEMOCRATIC PARTY
99402,634,SD 22,JEFFERSON,REPUBLICAN PARTY
99403,420,SD 22,JEFFERSON,DEMOCRATIC PARTY
99452,448,SD 22,JEFFERSON,REPUBLICAN PARTY
99453,309,SD 22,JEFFERSON,DEMOCRATIC PARTY
100348,307,SD 19,JEFFERSON,DEMOCRATIC PARTY
100349,502,SD 19,JEFFERSON,REPUBLICAN PARTY
100350,43,SD 19,JEFFERSON,LIBERTARIAN PARTY
100399,833,SD 19,JEFFERSON,DEMOCRATIC PARTY
100400,1024,SD 19,JEFFERSON,REPUBLICAN PARTY
100401,68,SD 19,JEFFERSON,LIBERTARIAN PARTY
100450,607,SD 19,JEFFERSON,DEMOCRATIC PARTY
100451,944,SD 19,JEFFERSON,REPUBLICAN PARTY
100452,75,SD 19,JEFFERSON,LIBERTARIAN PARTY
100501,706,SD 19,JEFFERSON,DEMOCRATIC PARTY
100502,765,SD 19,JEFFERSON,REPUBLICAN PARTY
100503,97,SD 19,JEFFERSON,LIBERTARIAN PARTY
100552,401,SD 19,JEFFERSON,DEMOCRATIC PARTY
100553,527,SD 19,JEFFERSON,REPUBLICAN PARTY
100554,76,SD 19,JEFFERSON,LIBERTARIAN PARTY
100603,527,SD 19,JEFFERSON,DEMOCRATIC PARTY
100604,859,SD 19,JEFFERSON,REPUBLICAN PARTY
100605,58,SD 19,JEFFERSON,LIBERTARIAN PARTY
100654,437,SD 19,JEFFERSON,DEMOCRATIC PARTY
100655,531,SD 19,JEFFERSON,REPUBLICAN PARTY
100656,74,SD 19,JEFFERSON,LIBERTARIAN PARTY
100705,443,SD 19,JEFFERSON,DEMOCRATIC PARTY
100706,566,SD 19,JEFFERSON,REPUBLICAN PARTY
100707,68,SD 19,JEFFERSON,LIBERTARIAN PARTY
100756,788,SD 19,JEFFERSON,DEMOCRATIC PARTY
100757,1025,SD 19,JEFFERSON,REPUBLICAN PARTY
100758,109,SD 19,JEFFERSON,LIBERTARIAN PARTY
100807,412,SD 19,JEFFERSON,DEMOCRATIC PARTY
100808,543,SD 19,JEFFERSON,REPUBLICAN PARTY
100809,53,SD 19,JEFFERSON,LIBERTARIAN PARTY
100858,453,SD 19,JEFFERSON,DEMOCRATIC PARTY
100859,547,SD 19,JEFFERSON,REPUBLICAN PARTY
100860,62,SD 19,JEFFERSON,LIBERTARIAN PARTY
100909,262,SD 19,JEFFERSON,DEMOCRATIC PARTY
100910,337,SD 19,JEFFERSON,REPUBLICAN PARTY
100911,52,SD 19,JEFFERSON,LIBERTARIAN PARTY
100960,720,SD 19,JEFFERSON,DEMOCRATIC PARTY
100961,909,SD 19,JEFFERSON,REPUBLICAN PARTY
100962,89,SD 19,JEFFERSON,LIBERTARIAN PARTY
101011,734,SD 19,JEFFERSON,DEMOCRATIC PARTY
101012,704,SD 19,JEFFERSON,REPUBLICAN PARTY
101013,101,SD 19,JEFFERSON,LIBERTARIAN PARTY
101062,450,SD 19,JEFFERSON,DEMOCRATIC PARTY
101063,455,SD 19,JEFFERSON,REPUBLICAN PARTY
101064,68,SD 19,JEFFERSON,LIBERTARIAN PARTY
101113,437,SD 19,JEFFERSON,DEMOCRATIC PARTY
101114,693,SD 19,JEFFERSON,REPUBLICAN PARTY
101115,45,SD 19,JEFFERSON,LIBERTARIAN PARTY
101164,618,SD 19,JEFFERSON,DEMOCRATIC PARTY
101165,700,SD 19,JEFFERSON,REPUBLICAN PARTY
101166,77,SD 19,JEFFERSON,LIBERTARIAN PARTY
101215,662,SD 19,JEFFERSON,DEMOCRATIC PARTY
101216,977,SD 19,JEFFERSON,REPUBLICAN PARTY
101217,85,SD 19,JEFFERSON,LIBERTARIAN PARTY
101266,461,SD 19,JEFFERSON,DEMOCRATIC PARTY
101267,455,SD 19,JEFFERSON,REPUBLICAN PARTY
101268,47,SD 19,JEFFERSON,LIBERTARIAN PARTY
101317,523,SD 19,JEFFERSON,DEMOCRATIC PARTY
101318,509,SD 19,JEFFERSON,REPUBLICAN PARTY
101319,56,SD 19,JEFFERSON,LIBERTARIAN PARTY
101368,424,SD 19,JEFFERSON,DEMOCRATIC PARTY
101369,429,SD 19,JEFFERSON,REPUBLICAN PARTY
101370,37,SD 19,JEFFERSON,LIBERTARIAN PARTY
101419,715,SD 19,JEFFERSON,DEMOCRATIC PARTY
101420,532,SD 19,JEFFERSON,REPUBLICAN PARTY
101421,165,SD 19,JEFFERSON,LIBERTARIAN PARTY
101470,873,SD 19,JEFFERSON,DEMOCRATIC PARTY
101471,555,SD 19,JEFFERSON,REPUBLICAN PARTY
101472,144,SD 19,JEFFERSON,LIBERTARIAN PARTY
101521,567,SD 19,JEFFERSON,DEMOCRATIC PARTY
101522,499,SD 19,JEFFERSON,REPUBLICAN PARTY
101523,95,SD 19,JEFFERSON,LIBERTARIAN PARTY
101572,849,SD 19,JEFFERSON,DEMOCRATIC PARTY
101573,869,SD 19,JEFFERSON,REPUBLICAN PARTY
101574,152,SD 19,JEFFERSON,LIBERTARIAN PARTY
101623,524,SD 19,JEFFERSON,DEMOCRATIC PARTY
101624,462,SD 19,JEFFERSON,REPUBLICAN PARTY
101625,76,SD 19,JEFFERSON,LIBERTARIAN PARTY
101674,877,SD 19,JEFFERSON,DEMOCRATIC PARTY
101675,694,SD 19,JEFFERSON,REPUBLICAN PARTY
101676,137,SD 19,JEFFERSON,LIBERTARIAN PARTY
101725,511,SD 19,JEFFERSON,DEMOCRATIC PARTY
101726,358,SD 19,JEFFERSON,REPUBLICAN PARTY
101727,68,SD 19,JEFFERSON,LIBERTARIAN PARTY
101776,508,SD 19,JEFFERSON,DEMOCRATIC PARTY
101777,681,SD 19,JEFFERSON,REPUBLICAN PARTY
101778,74,SD 19,JEFFERSON,LIBERTARIAN PARTY
101827,618,SD 19,JEFFERSON,DEMOCRATIC PARTY
101828,591,SD 19,JEFFERSON,REPUBLICAN PARTY
101829,72,SD 19,JEFFERSON,LIBERTARIAN PARTY
101878,446,SD 19,JEFFERSON,DEMOCRATIC PARTY
101879,440,SD 19,JEFFERSON,REPUBLICAN PARTY
101880,67,SD 19,JEFFERSON,LIBERTARIAN PARTY
101929,459,SD 19,JEFFERSON,DEMOCRATIC PARTY
101930,433,SD 19,JEFFERSON,REPUBLICAN PARTY
101931,90,SD 19,JEFFERSON,LIBERTARIAN PARTY
101980,488,SD 19,JEFFERSON,DEMOCRATIC PARTY
101981,486,SD 19,JEFFERSON,REPUBLICAN PARTY
101982,63,SD 19,JEFFERSON,LIBERTARIAN PARTY
102031,484,SD 19,JEFFERSON,DEMOCRATIC PARTY
102032,441,SD 19,JEFFERSON,REPUBLICAN PARTY
102033,88,SD 19,JEFFERSON,LIBERTARIAN PARTY
102082,557,SD 19,JEFFERSON,DEMOCRATIC PARTY
102083,515,SD 19,JEFFERSON,REPUBLICAN PARTY
102084,73,SD 19,JEFFERSON,LIBERTARIAN PARTY
102133,928,SD 19,JEFFERSON,DEMOCRATIC PARTY
102134,820,SD 19,JEFFERSON,REPUBLICAN PARTY
102135,146,SD 19,JEFFERSON,LIBERTARIAN PARTY
102184,505,SD 19,JEFFERSON,DEMOCRATIC PARTY
102185,444,SD 19,JEFFERSON,REPUBLICAN PARTY
102186,70,SD 19,JEFFERSON,LIBERTARIAN PARTY
102235,915,SD 19,JEFFERSON,DEMOCRATIC PARTY
102236,788,SD 19,JEFFERSON,REPUBLICAN PARTY
102237,138,SD 19,JEFFERSON,LIBERTARIAN PARTY
102286,590,SD 19,JEFFERSON,DEMOCRATIC PARTY
102287,689,SD 19,JEFFERSON,REPUBLICAN PARTY
102288,76,SD 19,JEFFERSON,LIBERTARIAN PARTY
102337,822,SD 19,JEFFERSON,DEMOCRATIC PARTY
102338,782,SD 19,JEFFERSON,REPUBLICAN PARTY
102339,113,SD 19,JEFFERSON,LIBERTARIAN PARTY
102388,562,SD 19,JEFFERSON,DEMOCRATIC PARTY
102389,509,SD 19,JEFFERSON,REPUBLICAN PARTY
102390,70,SD 19,JEFFERSON,LIBERTARIAN PARTY
102439,541,SD 19,JEFFERSON,DEMOCRATIC PARTY
102440,498,SD 19,JEFFERSON,REPUBLICAN PARTY
102441,89,SD 19,JEFFERSON,LIBERTARIAN PARTY
102490,542,SD 19,JEFFERSON,DEMOCRATIC PARTY
102491,510,SD 19,JEFFERSON,REPUBLICAN PARTY
102492,69,SD 19,JEFFERSON,LIBERTARIAN PARTY
102541,760,SD 19,JEFFERSON,DEMOCRATIC PARTY
102542,572,SD 19,JEFFERSON,REPUBLICAN PARTY
102543,123,SD 19,JEFFERSON,LIBERTARIAN PARTY
102592,599,SD 19,JEFFERSON,DEMOCRATIC PARTY
102593,476,SD 19,JEFFERSON,REPUBLICAN PARTY
102594,62,SD 19,JEFFERSON,LIBERTARIAN PARTY
102643,639,SD 19,JEFFERSON,DEMOCRATIC PARTY
102644,527,SD 19,JEFFERSON,REPUBLICAN PARTY
102645,67,SD 19,JEFFERSON,LIBERTARIAN PARTY
102694,421,SD 19,JEFFERSON,DEMOCRATIC PARTY
102695,388,SD 19,JEFFERSON,REPUBLICAN PARTY
102696,60,SD 19,JEFFERSON,LIBERTARIAN PARTY
102745,563,SD 19,JEFFERSON,DEMOCRATIC PARTY
102746,354,SD 19,JEFFERSON,REPUBLICAN PARTY
102747,72,SD 19,JEFFERSON,LIBERTARIAN PARTY
102796,514,SD 19,JEFFERSON,DEMOCRATIC PARTY
102797,346,SD 19,JEFFERSON,REPUBLICAN PARTY
102798,87,SD 19,JEFFERSON,LIBERTARIAN PARTY
102847,591,SD 19,JEFFERSON,DEMOCRATIC PARTY
102848,384,SD 19,JEFFERSON,REPUBLICAN PARTY
102849,86,SD 19,JEFFERSON,LIBERTARIAN PARTY
102898,567,SD 19,JEFFERSON,DEMOCRATIC PARTY
102899,390,SD 19,JEFFERSON,REPUBLICAN PARTY
102900,110,SD 19,JEFFERSON,LIBERTARIAN PARTY
102949,1024,SD 19,JEFFERSON,DEMOCRATIC PARTY
102950,727,SD 19,JEFFERSON,REPUBLICAN PARTY
102951,140,SD 19,JEFFERSON,LIBERTARIAN PARTY
103000,403,SD 19,JEFFERSON,DEMOCRATIC PARTY
103001,425,SD 19,JEFFERSON,REPUBLICAN PARTY
103002,66,SD 19,JEFFERSON,LIBERTARIAN PARTY
103051,558,SD 19,JEFFERSON,DEMOCRATIC PARTY
103052,424,SD 19,JEFFERSON,REPUBLICAN PARTY
103053,87,SD 19,JEFFERSON,LIBERTARIAN PARTY
103102,618,SD 19,JEFFERSON,DEMOCRATIC PARTY
103103,657,SD 19,JEFFERSON,REPUBLICAN PARTY
103104,71,SD 19,JEFFERSON,LIBERTARIAN PARTY
103153,806,SD 19,JEFFERSON,DEMOCRATIC PARTY
103154,705,SD 19,JEFFERSON,REPUBLICAN PARTY
103155,115,SD 19,JEFFERSON,LIBERTARIAN PARTY
103204,895,SD 19,JEFFERSON,DEMOCRATIC PARTY
103205,792,SD 19,JEFFERSON,REPUBLICAN PARTY
103206,134,SD 19,JEFFERSON,LIBERTARIAN PARTY
103255,856,SD 19,JEFFERSON,DEMOCRATIC PARTY
103256,692,SD 19,JEFFERSON,REPUBLICAN PARTY
103257,140,SD 19,JEFFERSON,LIBERTARIAN PARTY
103306,764,SD 19,JEFFERSON,DEMOCRATIC PARTY
103307,624,SD 19,JEFFERSON,REPUBLICAN PARTY
103308,109,SD 19,JEFFERSON,LIBERTARIAN PARTY
106265,1060,SD 22,JEFFERSON,REPUBLICAN PARTY
106266,718,SD 22,JEFFERSON,DEMOCRATIC PARTY
106315,383,SD 22,JEFFERSON,REPUBLICAN PARTY
106316,339,SD 22,JEFFERSON,DEMOCRATIC PARTY
106365,242,SD 22,JEFFERSON,REPUBLICAN PARTY
106366,546,SD 22,JEFFERSON,DEMOCRATIC PARTY
106417,747,SD 22,JEFFERSON,REPUBLICAN PARTY
106418,727,SD 22,JEFFERSON,DEMOCRATIC PARTY
106469,292,SD 22,JEFFERSON,REPUBLICAN PARTY
106470,518,SD 22,JEFFERSON,DEMOCRATIC PARTY
106521,341,SD 22,JEFFERSON,REPUBLICAN PARTY
106522,434,SD 22,JEFFERSON,DEMOCRATIC PARTY
106573,315,SD 22,JEFFERSON,REPUBLICAN PARTY
106574,636,SD 22,JEFFERSON,DEMOCRATIC PARTY
106625,335,SD 22,JEFFERSON,REPUBLICAN PARTY
106626,545,SD 22,JEFFERSON,DEMOCRATIC PARTY
106677,407,SD 22,JEFFERSON,REPUBLICAN PARTY
106678,842,SD 22,JEFFERSON,DEMOCRATIC PARTY
106729,292,SD 22,JEFFERSON,REPUBLICAN PARTY
106730,875,SD 22,JEFFERSON,DEMOCRATIC PARTY
106781,407,SD 22,JEFFERSON,REPUBLICAN PARTY
106782,448,SD 22,JEFFERSON,DEMOCRATIC PARTY
106833,545,SD 22,JEFFERSON,REPUBLICAN PARTY
106834,690,SD 22,JEFFERSON,DEMOCRATIC PARTY
106885,590,SD 22,JEFFERSON,REPUBLICAN PARTY
106886,786,SD 22,JEFFERSON,DEMOCRATIC PARTY
106937,519,SD 22,JEFFERSON,REPUBLICAN PARTY
106938,1634,SD 22,JEFFERSON,DEMOCRATIC PARTY
106987,969,SD 22,JEFFERSON,REPUBLICAN PARTY
106988,911,SD 22,JEFFERSON,DEMOCRATIC PARTY
107037,357,SD 22,JEFFERSON,REPUBLICAN PARTY
107038,433,SD 22,JEFFERSON,DEMOCRATIC PARTY
107088,540,SD 22,JEFFERSON,REPUBLICAN PARTY
107089,480,SD 22,JEFFERSON,DEMOCRATIC PARTY
107139,803,SD 22,JEFFERSON,REPUBLICAN PARTY
107140,823,SD 22,JEFFERSON,DEMOCRATIC PARTY
107191,524,SD 22,JEFFERSON,REPUBLICAN PARTY
107192,487,SD 22,JEFFERSON,DEMOCRATIC PARTY
107243,428,SD 22,JEFFERSON,REPUBLICAN PARTY
107244,585,SD 22,JEFFERSON,DEMOCRATIC PARTY
107295,319,SD 22,JEFFERSON,REPUBLICAN PARTY
107296,472,SD 22,JEFFERSON,DEMOCRATIC PARTY
107347,450,SD 22,JEFFERSON,REPUBLICAN PARTY
107348,505,SD 22,JEFFERSON,DEMOCRATIC PARTY
107398,651,SD 22,JEFFERSON,REPUBLICAN PARTY
107399,922,SD 22,JEFFERSON,DEMOCRATIC PARTY
107450,321,SD 22,JEFFERSON,REPUBLICAN PARTY
107451,646,SD 22,JEFFERSON,DEMOCRATIC PARTY
107502,404,SD 22,JEFFERSON,REPUBLICAN PARTY
107503,635,SD 22,JEFFERSON,DEMOCRATIC PARTY
107554,511,SD 22,JEFFERSON,REPUBLICAN PARTY
107555,569,SD 22,JEFFERSON,DEMOCRATIC PARTY
107605,447,SD 22,JEFFERSON,REPUBLICAN PARTY
107606,642,SD 22,JEFFERSON,DEMOCRATIC PARTY
107656,495,SD 22,JEFFERSON,REPUBLICAN PARTY
107657,1019,SD 22,JEFFERSON,DEMOCRATIC PARTY
107708,381,SD 22,JEFFERSON,REPUBLICAN PARTY
107709,432,SD 22,JEFFERSON,DEMOCRATIC PARTY
107760,327,SD 22,JEFFERSON,REPUBLICAN PARTY
107761,516,SD 22,JEFFERSON,DEMOCRATIC PARTY
107812,333,SD 22,JEFFERSON,REPUBLICAN PARTY
107813,653,SD 22,JEFFERSON,DEMOCRATIC PARTY
107864,544,SD 22,JEFFERSON,REPUBLICAN PARTY
107865,1101,SD 22,JEFFERSON,DEMOCRATIC PARTY
107916,436,SD 22,JEFFERSON,REPUBLICAN PARTY
107917,635,SD 22,JEFFERSON,DEMOCRATIC PARTY
107968,319,SD 22,JEFFERSON,REPUBLICAN PARTY
107969,581,SD 22,JEFFERSON,DEMOCRATIC PARTY
108020,613,SD 22,JEFFERSON,REPUBLICAN PARTY
108021,787,SD 22,JEFFERSON,DEMOCRATIC PARTY
108072,395,SD 22,JEFFERSON,REPUBLICAN PARTY
108073,491,SD 22,JEFFERSON,DEMOCRATIC PARTY
108124,491,SD 22,JEFFERSON,REPUBLICAN PARTY
108125,737,SD 22,JEFFERSON,DEMOCRATIC PARTY
108176,362,SD 22,JEFFERSON,REPUBLICAN PARTY
108177,660,SD 22,JEFFERSON,DEMOCRATIC PARTY
108228,605,SD 22,JEFFERSON,REPUBLICAN PARTY
108229,905,SD 22,JEFFERSON,DEMOCRATIC PARTY
108280,1032,SD 22,JEFFERSON,REPUBLICAN PARTY
108281,739,SD 22,JEFFERSON,DEMOCRATIC PARTY
108329,118,SD 35,KIOWA,REPUBLICAN PARTY
108330,30,SD 35,KIOWA,DEMOCRATIC PARTY
108331,6,SD 35,KIOWA,LIBERTARIAN PARTY
108373,171,SD 35,KIOWA,REPUBLICAN PARTY
108374,74,SD 35,KIOWA,DEMOCRATIC PARTY
108375,7,SD 35,KIOWA,LIBERTARIAN PARTY
108417,204,SD 35,KIOWA,REPUBLICAN PARTY
108418,83,SD 35,KIOWA,DEMOCRATIC PARTY
108419,9,SD 35,KIOWA,LIBERTARIAN PARTY
108461,58,SD 35,KIOWA,REPUBLICAN PARTY
108462,14,SD 35,KIOWA,DEMOCRATIC PARTY
108463,3,SD 35,KIOWA,LIBERTARIAN PARTY
110611,492,SD 14,LARIMER,DEMOCRATIC PARTY
110612,240,SD 14,LARIMER,REPUBLICAN PARTY
110613,23,SD 14,LARIMER,LIBERTARIAN PARTY
110614,15,SD 14,LARIMER,UNAFFILIATED
110661,598,SD 14,LARIMER,DEMOCRATIC PARTY
110662,333,SD 14,LARIMER,REPUBLICAN PARTY
110663,30,SD 14,LARIMER,LIBERTARIAN PARTY
110664,28,SD 14,LARIMER,UNAFFILIATED
110711,737,SD 14,LARIMER,DEMOCRATIC PARTY
110712,585,SD 14,LARIMER,REPUBLICAN PARTY
110713,47,SD 14,LARIMER,LIBERTARIAN PARTY
110714,17,SD 14,LARIMER,UNAFFILIATED
110761,835,SD 14,LARIMER,DEMOCRATIC PARTY
110762,476,SD 14,LARIMER,REPUBLICAN PARTY
110763,67,SD 14,LARIMER,LIBERTARIAN PARTY
110764,46,SD 14,LARIMER,UNAFFILIATED
110811,651,SD 14,LARIMER,DEMOCRATIC PARTY
110812,147,SD 14,LARIMER,REPUBLICAN PARTY
110813,38,SD 14,LARIMER,LIBERTARIAN PARTY
110814,13,SD 14,LARIMER,UNAFFILIATED
110861,869,SD 14,LARIMER,DEMOCRATIC PARTY
110862,207,SD 14,LARIMER,REPUBLICAN PARTY
110863,57,SD 14,LARIMER,LIBERTARIAN PARTY
110864,18,SD 14,LARIMER,UNAFFILIATED
110911,774,SD 14,LARIMER,DEMOCRATIC PARTY
110912,135,SD 14,LARIMER,REPUBLICAN PARTY
110913,42,SD 14,LARIMER,LIBERTARIAN PARTY
110914,22,SD 14,LARIMER,UNAFFILIATED
110961,829,SD 14,LARIMER,DEMOCRATIC PARTY
110962,229,SD 14,LARIMER,REPUBLICAN PARTY
110963,65,SD 14,LARIMER,LIBERTARIAN PARTY
110964,31,SD 14,LARIMER,UNAFFILIATED
111011,839,SD 14,LARIMER,DEMOCRATIC PARTY
111012,287,SD 14,LARIMER,REPUBLICAN PARTY
111013,41,SD 14,LARIMER,LIBERTARIAN PARTY
111014,26,SD 14,LARIMER,UNAFFILIATED
111061,621,SD 14,LARIMER,DEMOCRATIC PARTY
111062,278,SD 14,LARIMER,REPUBLICAN PARTY
111063,50,SD 14,LARIMER,LIBERTARIAN PARTY
111064,34,SD 14,LARIMER,UNAFFILIATED
111111,767,SD 14,LARIMER,DEMOCRATIC PARTY
111112,504,SD 14,LARIMER,REPUBLICAN PARTY
111113,42,SD 14,LARIMER,LIBERTARIAN PARTY
111114,25,SD 14,LARIMER,UNAFFILIATED
111161,570,SD 14,LARIMER,DEMOCRATIC PARTY
111162,317,SD 14,LARIMER,REPUBLICAN PARTY
111163,19,SD 14,LARIMER,LIBERTARIAN PARTY
111164,9,SD 14,LARIMER,UNAFFILIATED
111211,967,SD 14,LARIMER,DEMOCRATIC PARTY
111212,374,SD 14,LARIMER,REPUBLICAN PARTY
111213,50,SD 14,LARIMER,LIBERTARIAN PARTY
111214,18,SD 14,LARIMER,UNAFFILIATED
111261,807,SD 14,LARIMER,DEMOCRATIC PARTY
111262,296,SD 14,LARIMER,REPUBLICAN PARTY
111263,43,SD 14,LARIMER,LIBERTARIAN PARTY
111264,21,SD 14,LARIMER,UNAFFILIATED
111311,450,SD 14,LARIMER,DEMOCRATIC PARTY
111312,276,SD 14,LARIMER,REPUBLICAN PARTY
111313,37,SD 14,LARIMER,LIBERTARIAN PARTY
111314,24,SD 14,LARIMER,UNAFFILIATED
111361,508,SD 14,LARIMER,DEMOCRATIC PARTY
111362,190,SD 14,LARIMER,REPUBLICAN PARTY
111363,31,SD 14,LARIMER,LIBERTARIAN PARTY
111364,25,SD 14,LARIMER,UNAFFILIATED
111411,706,SD 14,LARIMER,DEMOCRATIC PARTY
111412,409,SD 14,LARIMER,REPUBLICAN PARTY
111413,31,SD 14,LARIMER,LIBERTARIAN PARTY
111414,15,SD 14,LARIMER,UNAFFILIATED
111461,768,SD 14,LARIMER,DEMOCRATIC PARTY
111462,571,SD 14,LARIMER,REPUBLICAN PARTY
111463,34,SD 14,LARIMER,LIBERTARIAN PARTY
111464,33,SD 14,LARIMER,UNAFFILIATED
111511,589,SD 14,LARIMER,DEMOCRATIC PARTY
111512,555,SD 14,LARIMER,REPUBLICAN PARTY
111513,30,SD 14,LARIMER,LIBERTARIAN PARTY
111514,22,SD 14,LARIMER,UNAFFILIATED
111561,595,SD 14,LARIMER,DEMOCRATIC PARTY
111562,399,SD 14,LARIMER,REPUBLICAN PARTY
111563,17,SD 14,LARIMER,LIBERTARIAN PARTY
111564,14,SD 14,LARIMER,UNAFFILIATED
111611,574,SD 14,LARIMER,DEMOCRATIC PARTY
111612,362,SD 14,LARIMER,REPUBLICAN PARTY
111613,57,SD 14,LARIMER,LIBERTARIAN PARTY
111614,31,SD 14,LARIMER,UNAFFILIATED
111661,898,SD 14,LARIMER,DEMOCRATIC PARTY
111662,489,SD 14,LARIMER,REPUBLICAN PARTY
111663,49,SD 14,LARIMER,LIBERTARIAN PARTY
111664,28,SD 14,LARIMER,UNAFFILIATED
111711,621,SD 14,LARIMER,DEMOCRATIC PARTY
111712,504,SD 14,LARIMER,REPUBLICAN PARTY
111713,39,SD 14,LARIMER,LIBERTARIAN PARTY
111714,19,SD 14,LARIMER,UNAFFILIATED
111761,468,SD 14,LARIMER,DEMOCRATIC PARTY
111762,311,SD 14,LARIMER,REPUBLICAN PARTY
111763,31,SD 14,LARIMER,LIBERTARIAN PARTY
111764,20,SD 14,LARIMER,UNAFFILIATED
111811,556,SD 14,LARIMER,DEMOCRATIC PARTY
111812,696,SD 14,LARIMER,REPUBLICAN PARTY
111813,30,SD 14,LARIMER,LIBERTARIAN PARTY
111814,17,SD 14,LARIMER,UNAFFILIATED
111861,729,SD 14,LARIMER,DEMOCRATIC PARTY
111862,518,SD 14,LARIMER,REPUBLICAN PARTY
111863,56,SD 14,LARIMER,LIBERTARIAN PARTY
111864,28,SD 14,LARIMER,UNAFFILIATED
111911,726,SD 14,LARIMER,DEMOCRATIC PARTY
111912,552,SD 14,LARIMER,REPUBLICAN PARTY
111913,36,SD 14,LARIMER,LIBERTARIAN PARTY
111914,22,SD 14,LARIMER,UNAFFILIATED
111961,515,SD 14,LARIMER,DEMOCRATIC PARTY
111962,505,SD 14,LARIMER,REPUBLICAN PARTY
111963,25,SD 14,LARIMER,LIBERTARIAN PARTY
111964,8,SD 14,LARIMER,UNAFFILIATED
112011,592,SD 14,LARIMER,DEMOCRATIC PARTY
112012,644,SD 14,LARIMER,REPUBLICAN PARTY
112013,43,SD 14,LARIMER,LIBERTARIAN PARTY
112014,17,SD 14,LARIMER,UNAFFILIATED
112061,436,SD 14,LARIMER,DEMOCRATIC PARTY
112062,480,SD 14,LARIMER,REPUBLICAN PARTY
112063,23,SD 14,LARIMER,LIBERTARIAN PARTY
112064,16,SD 14,LARIMER,UNAFFILIATED
112111,472,SD 14,LARIMER,DEMOCRATIC PARTY
112112,389,SD 14,LARIMER,REPUBLICAN PARTY
112113,29,SD 14,LARIMER,LIBERTARIAN PARTY
112114,10,SD 14,LARIMER,UNAFFILIATED
112161,525,SD 14,LARIMER,DEMOCRATIC PARTY
112162,476,SD 14,LARIMER,REPUBLICAN PARTY
112163,24,SD 14,LARIMER,LIBERTARIAN PARTY
112164,11,SD 14,LARIMER,UNAFFILIATED
112211,486,SD 14,LARIMER,DEMOCRATIC PARTY
112212,441,SD 14,LARIMER,REPUBLICAN PARTY
112213,33,SD 14,LARIMER,LIBERTARIAN PARTY
112214,13,SD 14,LARIMER,UNAFFILIATED
112261,485,SD 14,LARIMER,DEMOCRATIC PARTY
112262,454,SD 14,LARIMER,REPUBLICAN PARTY
112263,15,SD 14,LARIMER,LIBERTARIAN PARTY
112264,7,SD 14,LARIMER,UNAFFILIATED
112311,377,SD 14,LARIMER,DEMOCRATIC PARTY
112312,506,SD 14,LARIMER,REPUBLICAN PARTY
112313,22,SD 14,LARIMER,LIBERTARIAN PARTY
112314,6,SD 14,LARIMER,UNAFFILIATED
112361,446,SD 14,LARIMER,DEMOCRATIC PARTY
112362,698,SD 14,LARIMER,REPUBLICAN PARTY
112363,42,SD 14,LARIMER,LIBERTARIAN PARTY
