,YES VOTES,DISTRICT,COUNTY,PARTY
27,203,SD 25,ADAMS,REPUBLICAN PARTY
28,99,SD 25,ADAMS,DEMOCRATIC PARTY
29,20,SD 25,ADAMS,LIBERTARIAN PARTY
75,25,SD 25,ADAMS,REPUBLICAN PARTY
76,6,SD 25,ADAMS,DEMOCRATIC PARTY
77,0,SD 25,ADAMS,LIBERTARIAN PARTY
123,463,SD 25,ADAMS,REPUBLICAN PARTY
124,308,SD 25,ADAMS,DEMOCRATIC PARTY
125,62,SD 25,ADAMS,LIBERTARIAN PARTY
171,251,SD 25,ADAMS,REPUBLICAN PARTY
172,75,SD 25,ADAMS,DEMOCRATIC PARTY
173,28,SD 25,ADAMS,LIBERTARIAN PARTY
219,1036,SD 25,ADAMS,REPUBLICAN PARTY
220,446,SD 25,ADAMS,DEMOCRATIC PARTY
221,103,SD 25,ADAMS,LIBERTARIAN PARTY
267,13,SD 25,ADAMS,REPUBLICAN PARTY
268,3,SD 25,ADAMS,DEMOCRATIC PARTY
269,1,SD 25,ADAMS,LIBERTARIAN PARTY
315,173,SD 25,ADAMS,REPUBLICAN PARTY
316,53,SD 25,ADAMS,DEMOCRATIC PARTY
317,19,SD 25,ADAMS,LIBERTARIAN PARTY
363,8,SD 25,ADAMS,REPUBLICAN PARTY
364,3,SD 25,ADAMS,DEMOCRATIC PARTY
365,2,SD 25,ADAMS,LIBERTARIAN PARTY
920,395,SD 25,ADAMS,REPUBLICAN PARTY
921,377,SD 25,ADAMS,DEMOCRATIC PARTY
922,28,SD 25,ADAMS,LIBERTARIAN PARTY
970,238,SD 25,ADAMS,REPUBLICAN PARTY
971,215,SD 25,ADAMS,DEMOCRATIC PARTY
972,17,SD 25,ADAMS,LIBERTARIAN PARTY
1020,20,SD 25,ADAMS,REPUBLICAN PARTY
1021,21,SD 25,ADAMS,DEMOCRATIC PARTY
1022,2,SD 25,ADAMS,LIBERTARIAN PARTY
1070,116,SD 25,ADAMS,REPUBLICAN PARTY
1071,107,SD 25,ADAMS,DEMOCRATIC PARTY
1072,9,SD 25,ADAMS,LIBERTARIAN PARTY
1120,115,SD 25,ADAMS,REPUBLICAN PARTY
1121,83,SD 25,ADAMS,DEMOCRATIC PARTY
1122,7,SD 25,ADAMS,LIBERTARIAN PARTY
1170,330,SD 25,ADAMS,REPUBLICAN PARTY
1171,327,SD 25,ADAMS,DEMOCRATIC PARTY
1172,27,SD 25,ADAMS,LIBERTARIAN PARTY
1220,67,SD 25,ADAMS,REPUBLICAN PARTY
1221,77,SD 25,ADAMS,DEMOCRATIC PARTY
1222,8,SD 25,ADAMS,LIBERTARIAN PARTY
1270,199,SD 25,ADAMS,REPUBLICAN PARTY
1271,1047,SD 25,ADAMS,DEMOCRATIC PARTY
1272,62,SD 25,ADAMS,LIBERTARIAN PARTY
1316,230,SD 25,ADAMS,REPUBLICAN PARTY
1317,1018,SD 25,ADAMS,DEMOCRATIC PARTY
1318,48,SD 25,ADAMS,LIBERTARIAN PARTY
1362,146,SD 25,ADAMS,REPUBLICAN PARTY
1363,701,SD 25,ADAMS,DEMOCRATIC PARTY
1364,31,SD 25,ADAMS,LIBERTARIAN PARTY
1408,56,SD 25,ADAMS,REPUBLICAN PARTY
1409,144,SD 25,ADAMS,DEMOCRATIC PARTY
1410,10,SD 25,ADAMS,LIBERTARIAN PARTY
1454,192,SD 25,ADAMS,REPUBLICAN PARTY
1455,657,SD 25,ADAMS,DEMOCRATIC PARTY
1456,38,SD 25,ADAMS,LIBERTARIAN PARTY
1500,219,SD 25,ADAMS,REPUBLICAN PARTY
1501,500,SD 25,ADAMS,DEMOCRATIC PARTY
1502,34,SD 25,ADAMS,LIBERTARIAN PARTY
1546,94,SD 25,ADAMS,REPUBLICAN PARTY
1547,376,SD 25,ADAMS,DEMOCRATIC PARTY
1548,12,SD 25,ADAMS,LIBERTARIAN PARTY
1592,241,SD 25,ADAMS,REPUBLICAN PARTY
1593,490,SD 25,ADAMS,DEMOCRATIC PARTY
1594,44,SD 25,ADAMS,LIBERTARIAN PARTY
1638,172,SD 25,ADAMS,REPUBLICAN PARTY
1639,510,SD 25,ADAMS,DEMOCRATIC PARTY
1640,34,SD 25,ADAMS,LIBERTARIAN PARTY
1684,259,SD 25,ADAMS,REPUBLICAN PARTY
1685,518,SD 25,ADAMS,DEMOCRATIC PARTY
1686,38,SD 25,ADAMS,LIBERTARIAN PARTY
1730,242,SD 25,ADAMS,REPUBLICAN PARTY
1731,431,SD 25,ADAMS,DEMOCRATIC PARTY
1732,36,SD 25,ADAMS,LIBERTARIAN PARTY
1776,219,SD 25,ADAMS,REPUBLICAN PARTY
1777,463,SD 25,ADAMS,DEMOCRATIC PARTY
1778,13,SD 25,ADAMS,LIBERTARIAN PARTY
1822,239,SD 25,ADAMS,REPUBLICAN PARTY
1823,111,SD 25,ADAMS,DEMOCRATIC PARTY
1824,23,SD 25,ADAMS,LIBERTARIAN PARTY
1868,351,SD 25,ADAMS,REPUBLICAN PARTY
1869,206,SD 25,ADAMS,DEMOCRATIC PARTY
1870,18,SD 25,ADAMS,LIBERTARIAN PARTY
1918,258,SD 25,ADAMS,REPUBLICAN PARTY
1919,341,SD 25,ADAMS,DEMOCRATIC PARTY
1920,25,SD 25,ADAMS,LIBERTARIAN PARTY
1967,64,SD 25,ADAMS,REPUBLICAN PARTY
1968,37,SD 25,ADAMS,DEMOCRATIC PARTY
1969,5,SD 25,ADAMS,LIBERTARIAN PARTY
2017,409,SD 25,ADAMS,REPUBLICAN PARTY
2018,202,SD 25,ADAMS,DEMOCRATIC PARTY
2019,29,SD 25,ADAMS,LIBERTARIAN PARTY
2067,65,SD 25,ADAMS,REPUBLICAN PARTY
2068,45,SD 25,ADAMS,DEMOCRATIC PARTY
2069,11,SD 25,ADAMS,LIBERTARIAN PARTY
2117,192,SD 25,ADAMS,REPUBLICAN PARTY
2118,124,SD 25,ADAMS,DEMOCRATIC PARTY
2119,20,SD 25,ADAMS,LIBERTARIAN PARTY
2167,273,SD 25,ADAMS,REPUBLICAN PARTY
2168,176,SD 25,ADAMS,DEMOCRATIC PARTY
2169,9,SD 25,ADAMS,LIBERTARIAN PARTY
2217,221,SD 25,ADAMS,REPUBLICAN PARTY
2218,120,SD 25,ADAMS,DEMOCRATIC PARTY
2219,12,SD 25,ADAMS,LIBERTARIAN PARTY
2267,224,SD 25,ADAMS,REPUBLICAN PARTY
2268,137,SD 25,ADAMS,DEMOCRATIC PARTY
2269,17,SD 25,ADAMS,LIBERTARIAN PARTY
2317,51,SD 25,ADAMS,REPUBLICAN PARTY
2318,56,SD 25,ADAMS,DEMOCRATIC PARTY
2319,7,SD 25,ADAMS,LIBERTARIAN PARTY
2367,200,SD 25,ADAMS,REPUBLICAN PARTY
2368,162,SD 25,ADAMS,DEMOCRATIC PARTY
2369,12,SD 25,ADAMS,LIBERTARIAN PARTY
2417,203,SD 25,ADAMS,REPUBLICAN PARTY
2418,642,SD 25,ADAMS,DEMOCRATIC PARTY
2419,43,SD 25,ADAMS,LIBERTARIAN PARTY
2467,312,SD 25,ADAMS,REPUBLICAN PARTY
2468,561,SD 25,ADAMS,DEMOCRATIC PARTY
2469,35,SD 25,ADAMS,LIBERTARIAN PARTY
2517,62,SD 25,ADAMS,REPUBLICAN PARTY
2518,90,SD 25,ADAMS,DEMOCRATIC PARTY
2519,15,SD 25,ADAMS,LIBERTARIAN PARTY
2567,40,SD 25,ADAMS,REPUBLICAN PARTY
2568,38,SD 25,ADAMS,DEMOCRATIC PARTY
2569,3,SD 25,ADAMS,LIBERTARIAN PARTY
2617,76,SD 25,ADAMS,REPUBLICAN PARTY
2618,50,SD 25,ADAMS,DEMOCRATIC PARTY
2619,6,SD 25,ADAMS,LIBERTARIAN PARTY
2667,465,SD 25,ADAMS,REPUBLICAN PARTY
2668,354,SD 25,ADAMS,DEMOCRATIC PARTY
2669,39,SD 25,ADAMS,LIBERTARIAN PARTY
2717,166,SD 25,ADAMS,REPUBLICAN PARTY
2718,106,SD 25,ADAMS,DEMOCRATIC PARTY
2719,20,SD 25,ADAMS,LIBERTARIAN PARTY
2767,0,SD 25,ADAMS,REPUBLICAN PARTY
2768,0,SD 25,ADAMS,DEMOCRATIC PARTY
2769,0,SD 25,ADAMS,LIBERTARIAN PARTY
2817,0,SD 25,ADAMS,REPUBLICAN PARTY
2818,0,SD 25,ADAMS,DEMOCRATIC PARTY
2819,0,SD 25,ADAMS,LIBERTARIAN PARTY
2867,0,SD 25,ADAMS,REPUBLICAN PARTY
2868,0,SD 25,ADAMS,DEMOCRATIC PARTY
2869,0,SD 25,ADAMS,LIBERTARIAN PARTY
2917,217,SD 25,ADAMS,REPUBLICAN PARTY
2918,202,SD 25,ADAMS,DEMOCRATIC PARTY
2919,24,SD 25,ADAMS,LIBERTARIAN PARTY
2967,441,SD 25,ADAMS,REPUBLICAN PARTY
2968,491,SD 25,ADAMS,DEMOCRATIC PARTY
2969,45,SD 25,ADAMS,LIBERTARIAN PARTY
3017,193,SD 25,ADAMS,REPUBLICAN PARTY
3018,191,SD 25,ADAMS,DEMOCRATIC PARTY
3019,20,SD 25,ADAMS,LIBERTARIAN PARTY
3067,98,SD 25,ADAMS,REPUBLICAN PARTY
3068,60,SD 25,ADAMS,DEMOCRATIC PARTY
3069,11,SD 25,ADAMS,LIBERTARIAN PARTY
3117,111,SD 25,ADAMS,REPUBLICAN PARTY
3118,91,SD 25,ADAMS,DEMOCRATIC PARTY
3119,10,SD 25,ADAMS,LIBERTARIAN PARTY
3167,191,SD 25,ADAMS,REPUBLICAN PARTY
3168,183,SD 25,ADAMS,DEMOCRATIC PARTY
3169,17,SD 25,ADAMS,LIBERTARIAN PARTY
3217,378,SD 25,ADAMS,REPUBLICAN PARTY
3218,427,SD 25,ADAMS,DEMOCRATIC PARTY
3219,38,SD 25,ADAMS,LIBERTARIAN PARTY
3267,325,SD 25,ADAMS,REPUBLICAN PARTY
3268,468,SD 25,ADAMS,DEMOCRATIC PARTY
3269,35,SD 25,ADAMS,LIBERTARIAN PARTY
3317,308,SD 25,ADAMS,REPUBLICAN PARTY
3318,260,SD 25,ADAMS,DEMOCRATIC PARTY
3319,13,SD 25,ADAMS,LIBERTARIAN PARTY
3367,313,SD 25,ADAMS,REPUBLICAN PARTY
3368,319,SD 25,ADAMS,DEMOCRATIC PARTY
3369,18,SD 25,ADAMS,LIBERTARIAN PARTY
3417,390,SD 25,ADAMS,REPUBLICAN PARTY
3418,468,SD 25,ADAMS,DEMOCRATIC PARTY
3419,41,SD 25,ADAMS,LIBERTARIAN PARTY
3467,339,SD 25,ADAMS,REPUBLICAN PARTY
3468,575,SD 25,ADAMS,DEMOCRATIC PARTY
3469,74,SD 25,ADAMS,LIBERTARIAN PARTY
3517,213,SD 25,ADAMS,REPUBLICAN PARTY
3518,346,SD 25,ADAMS,DEMOCRATIC PARTY
3519,29,SD 25,ADAMS,LIBERTARIAN PARTY
3567,308,SD 25,ADAMS,REPUBLICAN PARTY
3568,419,SD 25,ADAMS,DEMOCRATIC PARTY
3569,36,SD 25,ADAMS,LIBERTARIAN PARTY
3617,96,SD 25,ADAMS,REPUBLICAN PARTY
3618,87,SD 25,ADAMS,DEMOCRATIC PARTY
3619,8,SD 25,ADAMS,LIBERTARIAN PARTY
3667,136,SD 25,ADAMS,REPUBLICAN PARTY
3668,132,SD 25,ADAMS,DEMOCRATIC PARTY
3669,7,SD 25,ADAMS,LIBERTARIAN PARTY
3717,17,SD 25,ADAMS,REPUBLICAN PARTY
3718,51,SD 25,ADAMS,DEMOCRATIC PARTY
3719,2,SD 25,ADAMS,LIBERTARIAN PARTY
3767,14,SD 25,ADAMS,REPUBLICAN PARTY
3768,16,SD 25,ADAMS,DEMOCRATIC PARTY
3769,4,SD 25,ADAMS,LIBERTARIAN PARTY
3817,262,SD 25,ADAMS,REPUBLICAN PARTY
3818,213,SD 25,ADAMS,DEMOCRATIC PARTY
3819,31,SD 25,ADAMS,LIBERTARIAN PARTY
3867,171,SD 25,ADAMS,REPUBLICAN PARTY
3868,102,SD 25,ADAMS,DEMOCRATIC PARTY
3869,5,SD 25,ADAMS,LIBERTARIAN PARTY
3917,410,SD 25,ADAMS,REPUBLICAN PARTY
3918,256,SD 25,ADAMS,DEMOCRATIC PARTY
3919,25,SD 25,ADAMS,LIBERTARIAN PARTY
3967,332,SD 25,ADAMS,REPUBLICAN PARTY
3968,157,SD 25,ADAMS,DEMOCRATIC PARTY
3969,25,SD 25,ADAMS,LIBERTARIAN PARTY
4020,95,SD 21,ADAMS,REPUBLICAN PARTY
4021,102,SD 21,ADAMS,DEMOCRATIC PARTY
4072,176,SD 21,ADAMS,REPUBLICAN PARTY
4073,230,SD 21,ADAMS,DEMOCRATIC PARTY
4124,247,SD 21,ADAMS,REPUBLICAN PARTY
4125,353,SD 21,ADAMS,DEMOCRATIC PARTY
4176,258,SD 21,ADAMS,REPUBLICAN PARTY
4177,174,SD 21,ADAMS,DEMOCRATIC PARTY
4228,70,SD 21,ADAMS,REPUBLICAN PARTY
4229,28,SD 21,ADAMS,DEMOCRATIC PARTY
4280,107,SD 21,ADAMS,REPUBLICAN PARTY
4281,98,SD 21,ADAMS,DEMOCRATIC PARTY
4332,152,SD 21,ADAMS,REPUBLICAN PARTY
4333,111,SD 21,ADAMS,DEMOCRATIC PARTY
4384,88,SD 21,ADAMS,REPUBLICAN PARTY
4385,73,SD 21,ADAMS,DEMOCRATIC PARTY
4436,247,SD 21,ADAMS,REPUBLICAN PARTY
4437,219,SD 21,ADAMS,DEMOCRATIC PARTY
4488,344,SD 21,ADAMS,REPUBLICAN PARTY
4489,469,SD 21,ADAMS,DEMOCRATIC PARTY
4540,398,SD 21,ADAMS,REPUBLICAN PARTY
4541,470,SD 21,ADAMS,DEMOCRATIC PARTY
4592,231,SD 21,ADAMS,REPUBLICAN PARTY
4593,232,SD 21,ADAMS,DEMOCRATIC PARTY
4644,327,SD 21,ADAMS,REPUBLICAN PARTY
4645,344,SD 21,ADAMS,DEMOCRATIC PARTY
4696,120,SD 21,ADAMS,REPUBLICAN PARTY
4697,143,SD 21,ADAMS,DEMOCRATIC PARTY
4748,68,SD 21,ADAMS,REPUBLICAN PARTY
4749,37,SD 21,ADAMS,DEMOCRATIC PARTY
4800,17,SD 21,ADAMS,REPUBLICAN PARTY
4801,35,SD 21,ADAMS,DEMOCRATIC PARTY
4852,386,SD 21,ADAMS,REPUBLICAN PARTY
4853,347,SD 21,ADAMS,DEMOCRATIC PARTY
4904,483,SD 21,ADAMS,REPUBLICAN PARTY
4905,427,SD 21,ADAMS,DEMOCRATIC PARTY
4956,110,SD 21,ADAMS,REPUBLICAN PARTY
4957,60,SD 21,ADAMS,DEMOCRATIC PARTY
5008,320,SD 21,ADAMS,REPUBLICAN PARTY
5009,713,SD 21,ADAMS,DEMOCRATIC PARTY
5055,227,SD 21,ADAMS,REPUBLICAN PARTY
5056,469,SD 21,ADAMS,DEMOCRATIC PARTY
5102,254,SD 21,ADAMS,REPUBLICAN PARTY
5103,700,SD 21,ADAMS,DEMOCRATIC PARTY
5150,215,SD 21,ADAMS,REPUBLICAN PARTY
5151,772,SD 21,ADAMS,DEMOCRATIC PARTY
5198,125,SD 21,ADAMS,REPUBLICAN PARTY
5199,231,SD 21,ADAMS,DEMOCRATIC PARTY
5246,191,SD 21,ADAMS,REPUBLICAN PARTY
5247,399,SD 21,ADAMS,DEMOCRATIC PARTY
5294,274,SD 21,ADAMS,REPUBLICAN PARTY
5295,761,SD 21,ADAMS,DEMOCRATIC PARTY
5342,119,SD 21,ADAMS,REPUBLICAN PARTY
5343,481,SD 21,ADAMS,DEMOCRATIC PARTY
5390,327,SD 21,ADAMS,REPUBLICAN PARTY
5391,535,SD 21,ADAMS,DEMOCRATIC PARTY
5438,236,SD 21,ADAMS,REPUBLICAN PARTY
5439,448,SD 21,ADAMS,DEMOCRATIC PARTY
5486,240,SD 21,ADAMS,REPUBLICAN PARTY
5487,358,SD 21,ADAMS,DEMOCRATIC PARTY
5534,260,SD 21,ADAMS,REPUBLICAN PARTY
5535,667,SD 21,ADAMS,DEMOCRATIC PARTY
5582,317,SD 21,ADAMS,REPUBLICAN PARTY
5583,672,SD 21,ADAMS,DEMOCRATIC PARTY
5630,214,SD 21,ADAMS,REPUBLICAN PARTY
5631,472,SD 21,ADAMS,DEMOCRATIC PARTY
5678,247,SD 21,ADAMS,REPUBLICAN PARTY
5679,567,SD 21,ADAMS,DEMOCRATIC PARTY
5726,261,SD 21,ADAMS,REPUBLICAN PARTY
5727,530,SD 21,ADAMS,DEMOCRATIC PARTY
5774,274,SD 21,ADAMS,REPUBLICAN PARTY
5775,521,SD 21,ADAMS,DEMOCRATIC PARTY
5822,156,SD 21,ADAMS,REPUBLICAN PARTY
5823,318,SD 21,ADAMS,DEMOCRATIC PARTY
5870,191,SD 21,ADAMS,REPUBLICAN PARTY
5871,703,SD 21,ADAMS,DEMOCRATIC PARTY
5922,217,SD 21,ADAMS,REPUBLICAN PARTY
5923,679,SD 21,ADAMS,DEMOCRATIC PARTY
5974,269,SD 21,ADAMS,REPUBLICAN PARTY
5975,831,SD 21,ADAMS,DEMOCRATIC PARTY
6026,251,SD 21,ADAMS,REPUBLICAN PARTY
6027,734,SD 21,ADAMS,DEMOCRATIC PARTY
6078,270,SD 21,ADAMS,REPUBLICAN PARTY
6079,793,SD 21,ADAMS,DEMOCRATIC PARTY
6130,307,SD 21,ADAMS,REPUBLICAN PARTY
6131,976,SD 21,ADAMS,DEMOCRATIC PARTY
6182,195,SD 21,ADAMS,REPUBLICAN PARTY
6183,388,SD 21,ADAMS,DEMOCRATIC PARTY
6234,138,SD 21,ADAMS,REPUBLICAN PARTY
6235,202,SD 21,ADAMS,DEMOCRATIC PARTY
6286,211,SD 21,ADAMS,REPUBLICAN PARTY
6287,270,SD 21,ADAMS,DEMOCRATIC PARTY
6338,502,SD 21,ADAMS,REPUBLICAN PARTY
6339,588,SD 21,ADAMS,DEMOCRATIC PARTY
6390,193,SD 21,ADAMS,REPUBLICAN PARTY
6391,221,SD 21,ADAMS,DEMOCRATIC PARTY
6442,195,SD 21,ADAMS,REPUBLICAN PARTY
6443,155,SD 21,ADAMS,DEMOCRATIC PARTY
6494,72,SD 21,ADAMS,REPUBLICAN PARTY
6495,61,SD 21,ADAMS,DEMOCRATIC PARTY
6546,0,SD 21,ADAMS,REPUBLICAN PARTY
6547,0,SD 21,ADAMS,DEMOCRATIC PARTY
6598,168,SD 21,ADAMS,REPUBLICAN PARTY
6599,146,SD 21,ADAMS,DEMOCRATIC PARTY
6650,0,SD 21,ADAMS,REPUBLICAN PARTY
6651,0,SD 21,ADAMS,DEMOCRATIC PARTY
6702,0,SD 21,ADAMS,REPUBLICAN PARTY
6703,0,SD 21,ADAMS,DEMOCRATIC PARTY
6754,22,SD 21,ADAMS,REPUBLICAN PARTY
6755,9,SD 21,ADAMS,DEMOCRATIC PARTY
6806,121,SD 21,ADAMS,REPUBLICAN PARTY
6807,365,SD 21,ADAMS,DEMOCRATIC PARTY
6853,234,SD 21,ADAMS,REPUBLICAN PARTY
6854,432,SD 21,ADAMS,DEMOCRATIC PARTY
6900,236,SD 21,ADAMS,REPUBLICAN PARTY
6901,466,SD 21,ADAMS,DEMOCRATIC PARTY
6947,259,SD 21,ADAMS,REPUBLICAN PARTY
6948,322,SD 21,ADAMS,DEMOCRATIC PARTY
6994,261,SD 21,ADAMS,REPUBLICAN PARTY
6995,418,SD 21,ADAMS,DEMOCRATIC PARTY
7041,280,SD 21,ADAMS,REPUBLICAN PARTY
7042,608,SD 21,ADAMS,DEMOCRATIC PARTY
7088,297,SD 21,ADAMS,REPUBLICAN PARTY
7089,731,SD 21,ADAMS,DEMOCRATIC PARTY
7135,285,SD 21,ADAMS,REPUBLICAN PARTY
7136,565,SD 21,ADAMS,DEMOCRATIC PARTY
7182,370,SD 21,ADAMS,REPUBLICAN PARTY
7183,737,SD 21,ADAMS,DEMOCRATIC PARTY
7229,312,SD 21,ADAMS,REPUBLICAN PARTY
7230,494,SD 21,ADAMS,DEMOCRATIC PARTY
7276,259,SD 21,ADAMS,REPUBLICAN PARTY
7277,563,SD 21,ADAMS,DEMOCRATIC PARTY
7323,303,SD 21,ADAMS,REPUBLICAN PARTY
7324,512,SD 21,ADAMS,DEMOCRATIC PARTY
7370,272,SD 21,ADAMS,REPUBLICAN PARTY
7371,431,SD 21,ADAMS,DEMOCRATIC PARTY
7417,279,SD 21,ADAMS,REPUBLICAN PARTY
7418,464,SD 21,ADAMS,DEMOCRATIC PARTY
7464,192,SD 21,ADAMS,REPUBLICAN PARTY
7465,357,SD 21,ADAMS,DEMOCRATIC PARTY
7511,164,SD 21,ADAMS,REPUBLICAN PARTY
7512,587,SD 21,ADAMS,DEMOCRATIC PARTY
7558,248,SD 21,ADAMS,REPUBLICAN PARTY
7559,642,SD 21,ADAMS,DEMOCRATIC PARTY
7605,257,SD 21,ADAMS,REPUBLICAN PARTY
7606,556,SD 21,ADAMS,DEMOCRATIC PARTY
7652,362,SD 21,ADAMS,REPUBLICAN PARTY
7653,736,SD 21,ADAMS,DEMOCRATIC PARTY
11056,139,SD 25,ADAMS,REPUBLICAN PARTY
11057,314,SD 25,ADAMS,DEMOCRATIC PARTY
11058,26,SD 25,ADAMS,LIBERTARIAN PARTY
11109,250,SD 25,ADAMS,REPUBLICAN PARTY
11110,426,SD 25,ADAMS,DEMOCRATIC PARTY
11111,32,SD 25,ADAMS,LIBERTARIAN PARTY
11162,245,SD 25,ADAMS,REPUBLICAN PARTY
11163,290,SD 25,ADAMS,DEMOCRATIC PARTY
11164,36,SD 25,ADAMS,LIBERTARIAN PARTY
11215,79,SD 25,ADAMS,REPUBLICAN PARTY
11216,61,SD 25,ADAMS,DEMOCRATIC PARTY
11217,6,SD 25,ADAMS,LIBERTARIAN PARTY
11268,272,SD 25,ADAMS,REPUBLICAN PARTY
11269,170,SD 25,ADAMS,DEMOCRATIC PARTY
11270,20,SD 25,ADAMS,LIBERTARIAN PARTY
11321,200,SD 25,ADAMS,REPUBLICAN PARTY
11322,290,SD 25,ADAMS,DEMOCRATIC PARTY
11323,39,SD 25,ADAMS,LIBERTARIAN PARTY
11374,410,SD 25,ADAMS,REPUBLICAN PARTY
11375,555,SD 25,ADAMS,DEMOCRATIC PARTY
11376,49,SD 25,ADAMS,LIBERTARIAN PARTY
11427,283,SD 25,ADAMS,REPUBLICAN PARTY
11428,317,SD 25,ADAMS,DEMOCRATIC PARTY
11429,31,SD 25,ADAMS,LIBERTARIAN PARTY
11480,387,SD 25,ADAMS,REPUBLICAN PARTY
11481,649,SD 25,ADAMS,DEMOCRATIC PARTY
11482,51,SD 25,ADAMS,LIBERTARIAN PARTY
11532,272,SD 25,ADAMS,REPUBLICAN PARTY
11533,520,SD 25,ADAMS,DEMOCRATIC PARTY
11534,32,SD 25,ADAMS,LIBERTARIAN PARTY
11584,279,SD 25,ADAMS,REPUBLICAN PARTY
11585,479,SD 25,ADAMS,DEMOCRATIC PARTY
11586,39,SD 25,ADAMS,LIBERTARIAN PARTY
11636,274,SD 25,ADAMS,REPUBLICAN PARTY
11637,535,SD 25,ADAMS,DEMOCRATIC PARTY
11638,52,SD 25,ADAMS,LIBERTARIAN PARTY
11688,208,SD 25,ADAMS,REPUBLICAN PARTY
11689,397,SD 25,ADAMS,DEMOCRATIC PARTY
11690,32,SD 25,ADAMS,LIBERTARIAN PARTY
11740,250,SD 25,ADAMS,REPUBLICAN PARTY
11741,502,SD 25,ADAMS,DEMOCRATIC PARTY
11742,35,SD 25,ADAMS,LIBERTARIAN PARTY
11792,305,SD 25,ADAMS,REPUBLICAN PARTY
11793,900,SD 25,ADAMS,DEMOCRATIC PARTY
11794,100,SD 25,ADAMS,LIBERTARIAN PARTY
11844,254,SD 25,ADAMS,REPUBLICAN PARTY
11845,550,SD 25,ADAMS,DEMOCRATIC PARTY
11846,50,SD 25,ADAMS,LIBERTARIAN PARTY
11896,221,SD 25,ADAMS,REPUBLICAN PARTY
11897,415,SD 25,ADAMS,DEMOCRATIC PARTY
11898,42,SD 25,ADAMS,LIBERTARIAN PARTY
11948,194,SD 25,ADAMS,REPUBLICAN PARTY
11949,508,SD 25,ADAMS,DEMOCRATIC PARTY
11950,42,SD 25,ADAMS,LIBERTARIAN PARTY
12000,149,SD 25,ADAMS,REPUBLICAN PARTY
12001,278,SD 25,ADAMS,DEMOCRATIC PARTY
12002,15,SD 25,ADAMS,LIBERTARIAN PARTY
12052,392,SD 25,ADAMS,REPUBLICAN PARTY
12053,512,SD 25,ADAMS,DEMOCRATIC PARTY
12054,46,SD 25,ADAMS,LIBERTARIAN PARTY
12104,173,SD 25,ADAMS,REPUBLICAN PARTY
12105,465,SD 25,ADAMS,DEMOCRATIC PARTY
12106,32,SD 25,ADAMS,LIBERTARIAN PARTY
12152,218,SD 25,ADAMS,REPUBLICAN PARTY
12153,701,SD 25,ADAMS,DEMOCRATIC PARTY
12154,54,SD 25,ADAMS,LIBERTARIAN PARTY
12201,213,SD 35,ALAMOSA,REPUBLICAN PARTY
12202,409,SD 35,ALAMOSA,DEMOCRATIC PARTY
12203,25,SD 35,ALAMOSA,LIBERTARIAN PARTY
12248,251,SD 35,ALAMOSA,REPUBLICAN PARTY
12249,420,SD 35,ALAMOSA,DEMOCRATIC PARTY
12250,32,SD 35,ALAMOSA,LIBERTARIAN PARTY
12295,525,SD 35,ALAMOSA,REPUBLICAN PARTY
12296,579,SD 35,ALAMOSA,DEMOCRATIC PARTY
12297,39,SD 35,ALAMOSA,LIBERTARIAN PARTY
12342,580,SD 35,ALAMOSA,REPUBLICAN PARTY
12343,586,SD 35,ALAMOSA,DEMOCRATIC PARTY
12344,48,SD 35,ALAMOSA,LIBERTARIAN PARTY
12389,348,SD 35,ALAMOSA,REPUBLICAN PARTY
12390,172,SD 35,ALAMOSA,DEMOCRATIC PARTY
12391,24,SD 35,ALAMOSA,LIBERTARIAN PARTY
12436,193,SD 35,ALAMOSA,REPUBLICAN PARTY
12437,460,SD 35,ALAMOSA,DEMOCRATIC PARTY
12438,24,SD 35,ALAMOSA,LIBERTARIAN PARTY
12483,332,SD 35,ALAMOSA,REPUBLICAN PARTY
12484,652,SD 35,ALAMOSA,DEMOCRATIC PARTY
12485,40,SD 35,ALAMOSA,LIBERTARIAN PARTY
12530,395,SD 35,ALAMOSA,REPUBLICAN PARTY
12531,230,SD 35,ALAMOSA,DEMOCRATIC PARTY
12532,17,SD 35,ALAMOSA,LIBERTARIAN PARTY
12574,226,SD 26,ARAPAHOE,REPUBLICAN PARTY
12575,564,SD 26,ARAPAHOE,DEMOCRATIC PARTY
12627,271,SD 26,ARAPAHOE,REPUBLICAN PARTY
12628,459,SD 26,ARAPAHOE,DEMOCRATIC PARTY
12680,166,SD 26,ARAPAHOE,REPUBLICAN PARTY
12681,305,SD 26,ARAPAHOE,DEMOCRATIC PARTY
12733,106,SD 26,ARAPAHOE,REPUBLICAN PARTY
12734,287,SD 26,ARAPAHOE,DEMOCRATIC PARTY
12786,249,SD 26,ARAPAHOE,REPUBLICAN PARTY
12787,549,SD 26,ARAPAHOE,DEMOCRATIC PARTY
12839,113,SD 26,ARAPAHOE,REPUBLICAN PARTY
12840,216,SD 26,ARAPAHOE,DEMOCRATIC PARTY
12892,173,SD 26,ARAPAHOE,REPUBLICAN PARTY
12893,416,SD 26,ARAPAHOE,DEMOCRATIC PARTY
12945,212,SD 26,ARAPAHOE,REPUBLICAN PARTY
12946,316,SD 26,ARAPAHOE,DEMOCRATIC PARTY
12998,195,SD 26,ARAPAHOE,REPUBLICAN PARTY
12999,345,SD 26,ARAPAHOE,DEMOCRATIC PARTY
