,YES VOTES,DISTRICT,COUNTY,PARTY
98132,603,SD 19,JEFFERSON,DEMOCRATIC PARTY
98133,629,SD 19,JEFFERSON,DEMOCRATIC PARTY
98134,399,SD 19,JEFFERSON,DEMOCRATIC PARTY
98135,271,SD 2,CLEAR CREEK,REPUBLICAN PARTY
98136,96,SD 2,CLEAR CREEK,REPUBLICAN PARTY
98137,159,SD 2,CLEAR CREEK,REPUBLICAN PARTY
98138,257,SD 2,CLEAR CREEK,REPUBLICAN PARTY
98139,248,SD 2,CLEAR CREEK,REPUBLICAN PARTY
98140,159,SD 2,CLEAR CREEK,REPUBLICAN PARTY
98141,450,SD 2,CLEAR CREEK,REPUBLICAN PARTY
98142,281,SD 2,CLEAR CREEK,REPUBLICAN PARTY
98143,426,SD 2,CLEAR CREEK,REPUBLICAN PARTY
98144,120,SD 2,EL PASO,REPUBLICAN PARTY
98145,739,SD 2,EL PASO,REPUBLICAN PARTY
98146,187,SD 2,EL PASO,REPUBLICAN PARTY
98147,546,SD 2,EL PASO,REPUBLICAN PARTY
98148,455,SD 2,EL PASO,REPUBLICAN PARTY
98149,469,SD 2,EL PASO,REPUBLICAN PARTY
98150,659,SD 2,EL PASO,REPUBLICAN PARTY
98151,584,SD 2,EL PASO,REPUBLICAN PARTY
98152,860,SD 2,EL PASO,REPUBLICAN PARTY
98153,72,SD 2,EL PASO,REPUBLICAN PARTY
98154,582,SD 2,EL PASO,REPUBLICAN PARTY
98155,118,SD 2,EL PASO,REPUBLICAN PARTY
98156,257,SD 2,EL PASO,REPUBLICAN PARTY
98157,740,SD 2,EL PASO,REPUBLICAN PARTY
98158,225,SD 2,EL PASO,REPUBLICAN PARTY
98159,822,SD 2,EL PASO,REPUBLICAN PARTY
98160,345,SD 2,EL PASO,REPUBLICAN PARTY
98161,358,SD 2,EL PASO,REPUBLICAN PARTY
98162,888,SD 2,EL PASO,REPUBLICAN PARTY
98163,752,SD 2,EL PASO,REPUBLICAN PARTY
98164,839,SD 2,EL PASO,REPUBLICAN PARTY
98165,369,SD 2,EL PASO,REPUBLICAN PARTY
98166,462,SD 2,FREMONT,REPUBLICAN PARTY
98167,511,SD 2,FREMONT,REPUBLICAN PARTY
98168,549,SD 2,FREMONT,REPUBLICAN PARTY
98169,426,SD 2,FREMONT,REPUBLICAN PARTY
98170,261,SD 2,FREMONT,REPUBLICAN PARTY
98171,264,SD 2,FREMONT,REPUBLICAN PARTY
98172,706,SD 2,FREMONT,REPUBLICAN PARTY
98173,386,SD 2,FREMONT,REPUBLICAN PARTY
98174,674,SD 2,FREMONT,REPUBLICAN PARTY
98175,384,SD 2,FREMONT,REPUBLICAN PARTY
98176,1136,SD 2,FREMONT,REPUBLICAN PARTY
98177,255,SD 2,FREMONT,REPUBLICAN PARTY
98178,434,SD 2,FREMONT,REPUBLICAN PARTY
98179,359,SD 2,FREMONT,REPUBLICAN PARTY
98180,354,SD 2,FREMONT,REPUBLICAN PARTY
98181,450,SD 2,FREMONT,REPUBLICAN PARTY
98182,364,SD 2,FREMONT,REPUBLICAN PARTY
98183,439,SD 2,FREMONT,REPUBLICAN PARTY
98184,849,SD 2,FREMONT,REPUBLICAN PARTY
98185,589,SD 2,FREMONT,REPUBLICAN PARTY
98186,352,SD 2,FREMONT,REPUBLICAN PARTY
98187,667,SD 2,FREMONT,REPUBLICAN PARTY
98188,193,SD 2,FREMONT,REPUBLICAN PARTY
98189,285,SD 2,FREMONT,REPUBLICAN PARTY
98190,107,SD 2,FREMONT,REPUBLICAN PARTY
98191,255,SD 2,FREMONT,REPUBLICAN PARTY
98192,108,SD 2,FREMONT,REPUBLICAN PARTY
98193,139,SD 2,FREMONT,REPUBLICAN PARTY
98194,288,SD 2,FREMONT,REPUBLICAN PARTY
98195,372,SD 2,FREMONT,REPUBLICAN PARTY
98196,354,SD 2,PARK,REPUBLICAN PARTY
98197,447,SD 2,PARK,REPUBLICAN PARTY
98198,494,SD 2,PARK,REPUBLICAN PARTY
98199,744,SD 2,PARK,REPUBLICAN PARTY
98200,607,SD 2,PARK,REPUBLICAN PARTY
98201,538,SD 2,PARK,REPUBLICAN PARTY
98202,184,SD 2,PARK,REPUBLICAN PARTY
98203,353,SD 2,PARK,REPUBLICAN PARTY
98204,122,SD 2,PARK,REPUBLICAN PARTY
98205,291,SD 2,PARK,REPUBLICAN PARTY
98206,366,SD 2,PARK,REPUBLICAN PARTY
98207,349,SD 2,PARK,REPUBLICAN PARTY
98208,237,SD 2,PARK,REPUBLICAN PARTY
98209,700,SD 2,TELLER,REPUBLICAN PARTY
98210,659,SD 2,TELLER,REPUBLICAN PARTY
98211,632,SD 2,TELLER,REPUBLICAN PARTY
98212,722,SD 2,TELLER,REPUBLICAN PARTY
98213,381,SD 2,TELLER,REPUBLICAN PARTY
98214,152,SD 2,TELLER,REPUBLICAN PARTY
98215,811,SD 2,TELLER,REPUBLICAN PARTY
98216,768,SD 2,TELLER,REPUBLICAN PARTY
98217,731,SD 2,TELLER,REPUBLICAN PARTY
98218,619,SD 2,TELLER,REPUBLICAN PARTY
98219,785,SD 2,TELLER,REPUBLICAN PARTY
98220,535,SD 2,TELLER,REPUBLICAN PARTY
98221,363,SD 2,TELLER,REPUBLICAN PARTY
98222,267,SD 2,CLEAR CREEK,GREEN PARTY
98223,111,SD 2,CLEAR CREEK,GREEN PARTY
98224,115,SD 2,CLEAR CREEK,GREEN PARTY
98225,212,SD 2,CLEAR CREEK,GREEN PARTY
98226,205,SD 2,CLEAR CREEK,GREEN PARTY
98227,131,SD 2,CLEAR CREEK,GREEN PARTY
98228,288,SD 2,CLEAR CREEK,GREEN PARTY
98229,198,SD 2,CLEAR CREEK,GREEN PARTY
98230,253,SD 2,CLEAR CREEK,GREEN PARTY
98231,48,SD 2,EL PASO,GREEN PARTY
98232,152,SD 2,EL PASO,GREEN PARTY
98233,43,SD 2,EL PASO,GREEN PARTY
98234,96,SD 2,EL PASO,GREEN PARTY
98235,66,SD 2,EL PASO,GREEN PARTY
98236,92,SD 2,EL PASO,GREEN PARTY
98237,130,SD 2,EL PASO,GREEN PARTY
98238,95,SD 2,EL PASO,GREEN PARTY
98239,129,SD 2,EL PASO,GREEN PARTY
98240,20,SD 2,EL PASO,GREEN PARTY
98241,117,SD 2,EL PASO,GREEN PARTY
98242,17,SD 2,EL PASO,GREEN PARTY
98243,41,SD 2,EL PASO,GREEN PARTY
98244,355,SD 2,EL PASO,GREEN PARTY
98245,122,SD 2,EL PASO,GREEN PARTY
98246,274,SD 2,EL PASO,GREEN PARTY
98247,57,SD 2,EL PASO,GREEN PARTY
98248,120,SD 2,EL PASO,GREEN PARTY
98249,371,SD 2,EL PASO,GREEN PARTY
98250,337,SD 2,EL PASO,GREEN PARTY
98251,282,SD 2,EL PASO,GREEN PARTY
98252,124,SD 2,EL PASO,GREEN PARTY
98253,120,SD 2,FREMONT,GREEN PARTY
98254,112,SD 2,FREMONT,GREEN PARTY
98255,130,SD 2,FREMONT,GREEN PARTY
98256,123,SD 2,FREMONT,GREEN PARTY
98257,89,SD 2,FREMONT,GREEN PARTY
98258,89,SD 2,FREMONT,GREEN PARTY
98259,196,SD 2,FREMONT,GREEN PARTY
98260,95,SD 2,FREMONT,GREEN PARTY
98261,144,SD 2,FREMONT,GREEN PARTY
98262,105,SD 2,FREMONT,GREEN PARTY
98263,261,SD 2,FREMONT,GREEN PARTY
98264,122,SD 2,FREMONT,GREEN PARTY
98265,132,SD 2,FREMONT,GREEN PARTY
98266,103,SD 2,FREMONT,GREEN PARTY
98267,74,SD 2,FREMONT,GREEN PARTY
98268,108,SD 2,FREMONT,GREEN PARTY
98269,118,SD 2,FREMONT,GREEN PARTY
98270,111,SD 2,FREMONT,GREEN PARTY
98271,237,SD 2,FREMONT,GREEN PARTY
98272,147,SD 2,FREMONT,GREEN PARTY
98273,105,SD 2,FREMONT,GREEN PARTY
98274,245,SD 2,FREMONT,GREEN PARTY
98275,76,SD 2,FREMONT,GREEN PARTY
98276,124,SD 2,FREMONT,GREEN PARTY
98277,24,SD 2,FREMONT,GREEN PARTY
98278,44,SD 2,FREMONT,GREEN PARTY
98279,39,SD 2,FREMONT,GREEN PARTY
98280,34,SD 2,FREMONT,GREEN PARTY
98281,67,SD 2,FREMONT,GREEN PARTY
98282,56,SD 2,FREMONT,GREEN PARTY
98283,134,SD 2,PARK,GREEN PARTY
98284,260,SD 2,PARK,GREEN PARTY
98285,123,SD 2,PARK,GREEN PARTY
98286,313,SD 2,PARK,GREEN PARTY
98287,286,SD 2,PARK,GREEN PARTY
98288,282,SD 2,PARK,GREEN PARTY
98289,202,SD 2,PARK,GREEN PARTY
98290,126,SD 2,PARK,GREEN PARTY
98291,52,SD 2,PARK,GREEN PARTY
98292,81,SD 2,PARK,GREEN PARTY
98293,153,SD 2,PARK,GREEN PARTY
98294,123,SD 2,PARK,GREEN PARTY
98295,127,SD 2,PARK,GREEN PARTY
98296,212,SD 2,TELLER,GREEN PARTY
98297,206,SD 2,TELLER,GREEN PARTY
98298,223,SD 2,TELLER,GREEN PARTY
98299,218,SD 2,TELLER,GREEN PARTY
98300,147,SD 2,TELLER,GREEN PARTY
98301,80,SD 2,TELLER,GREEN PARTY
98302,227,SD 2,TELLER,GREEN PARTY
98303,222,SD 2,TELLER,GREEN PARTY
98304,212,SD 2,TELLER,GREEN PARTY
98305,172,SD 2,TELLER,GREEN PARTY
98306,224,SD 2,TELLER,GREEN PARTY
98307,207,SD 2,TELLER,GREEN PARTY
98308,109,SD 2,TELLER,GREEN PARTY
98309,98,SD 20,JEFFERSON,DEMOCRATIC PARTY
98310,149,SD 20,JEFFERSON,DEMOCRATIC PARTY
98311,337,SD 20,JEFFERSON,DEMOCRATIC PARTY
98312,354,SD 20,JEFFERSON,DEMOCRATIC PARTY
98313,411,SD 20,JEFFERSON,DEMOCRATIC PARTY
98314,334,SD 20,JEFFERSON,DEMOCRATIC PARTY
98315,537,SD 20,JEFFERSON,DEMOCRATIC PARTY
98316,523,SD 20,JEFFERSON,DEMOCRATIC PARTY
98317,570,SD 20,JEFFERSON,DEMOCRATIC PARTY
98318,385,SD 20,JEFFERSON,DEMOCRATIC PARTY
98319,397,SD 20,JEFFERSON,DEMOCRATIC PARTY
98320,230,SD 20,JEFFERSON,DEMOCRATIC PARTY
98321,270,SD 20,JEFFERSON,DEMOCRATIC PARTY
98322,443,SD 20,JEFFERSON,DEMOCRATIC PARTY
98323,552,SD 20,JEFFERSON,DEMOCRATIC PARTY
98324,431,SD 20,JEFFERSON,DEMOCRATIC PARTY
98325,293,SD 20,JEFFERSON,DEMOCRATIC PARTY
98326,455,SD 20,JEFFERSON,DEMOCRATIC PARTY
98327,364,SD 20,JEFFERSON,DEMOCRATIC PARTY
98328,660,SD 20,JEFFERSON,DEMOCRATIC PARTY
98329,632,SD 20,JEFFERSON,DEMOCRATIC PARTY
98330,725,SD 20,JEFFERSON,DEMOCRATIC PARTY
98331,248,SD 20,JEFFERSON,DEMOCRATIC PARTY
98332,290,SD 20,JEFFERSON,DEMOCRATIC PARTY
98333,385,SD 20,JEFFERSON,DEMOCRATIC PARTY
98334,472,SD 20,JEFFERSON,DEMOCRATIC PARTY
98335,387,SD 20,JEFFERSON,DEMOCRATIC PARTY
98336,657,SD 20,JEFFERSON,DEMOCRATIC PARTY
98337,488,SD 20,JEFFERSON,DEMOCRATIC PARTY
98338,600,SD 20,JEFFERSON,DEMOCRATIC PARTY
98339,620,SD 20,JEFFERSON,DEMOCRATIC PARTY
98340,307,SD 20,JEFFERSON,DEMOCRATIC PARTY
98341,575,SD 20,JEFFERSON,DEMOCRATIC PARTY
98342,697,SD 20,JEFFERSON,DEMOCRATIC PARTY
98343,712,SD 20,JEFFERSON,DEMOCRATIC PARTY
98344,293,SD 20,JEFFERSON,DEMOCRATIC PARTY
98345,519,SD 20,JEFFERSON,DEMOCRATIC PARTY
98346,335,SD 20,JEFFERSON,DEMOCRATIC PARTY
98347,345,SD 20,JEFFERSON,DEMOCRATIC PARTY
98348,343,SD 20,JEFFERSON,DEMOCRATIC PARTY
98349,672,SD 20,JEFFERSON,DEMOCRATIC PARTY
98350,632,SD 20,JEFFERSON,DEMOCRATIC PARTY
98351,365,SD 20,JEFFERSON,DEMOCRATIC PARTY
98352,451,SD 20,JEFFERSON,DEMOCRATIC PARTY
98353,795,SD 20,JEFFERSON,DEMOCRATIC PARTY
98354,324,SD 20,JEFFERSON,DEMOCRATIC PARTY
98355,789,SD 20,JEFFERSON,DEMOCRATIC PARTY
98356,517,SD 20,JEFFERSON,DEMOCRATIC PARTY
98357,522,SD 20,JEFFERSON,DEMOCRATIC PARTY
98358,903,SD 20,JEFFERSON,DEMOCRATIC PARTY
98359,581,SD 20,JEFFERSON,DEMOCRATIC PARTY
98360,479,SD 20,JEFFERSON,DEMOCRATIC PARTY
98361,401,SD 20,JEFFERSON,DEMOCRATIC PARTY
98362,530,SD 20,JEFFERSON,DEMOCRATIC PARTY
98363,359,SD 20,JEFFERSON,DEMOCRATIC PARTY
98364,525,SD 20,JEFFERSON,DEMOCRATIC PARTY
98365,616,SD 20,JEFFERSON,DEMOCRATIC PARTY
98366,450,SD 20,JEFFERSON,DEMOCRATIC PARTY
98367,120,SD 20,JEFFERSON,DEMOCRATIC PARTY
98368,369,SD 20,JEFFERSON,DEMOCRATIC PARTY
98369,604,SD 20,JEFFERSON,DEMOCRATIC PARTY
98370,580,SD 20,JEFFERSON,DEMOCRATIC PARTY
98371,583,SD 20,JEFFERSON,DEMOCRATIC PARTY
98372,497,SD 20,JEFFERSON,DEMOCRATIC PARTY
98373,269,SD 20,JEFFERSON,DEMOCRATIC PARTY
98374,451,SD 20,JEFFERSON,DEMOCRATIC PARTY
98375,541,SD 20,JEFFERSON,DEMOCRATIC PARTY
98376,472,SD 20,JEFFERSON,DEMOCRATIC PARTY
98377,374,SD 20,JEFFERSON,DEMOCRATIC PARTY
98378,641,SD 20,JEFFERSON,DEMOCRATIC PARTY
98379,374,SD 20,JEFFERSON,DEMOCRATIC PARTY
98380,334,SD 20,JEFFERSON,DEMOCRATIC PARTY
98381,30,SD 20,JEFFERSON,LIBERTARIAN PARTY
98382,26,SD 20,JEFFERSON,LIBERTARIAN PARTY
98383,68,SD 20,JEFFERSON,LIBERTARIAN PARTY
98384,55,SD 20,JEFFERSON,LIBERTARIAN PARTY
98385,69,SD 20,JEFFERSON,LIBERTARIAN PARTY
98386,65,SD 20,JEFFERSON,LIBERTARIAN PARTY
98387,74,SD 20,JEFFERSON,LIBERTARIAN PARTY
98388,89,SD 20,JEFFERSON,LIBERTARIAN PARTY
98389,59,SD 20,JEFFERSON,LIBERTARIAN PARTY
98390,31,SD 20,JEFFERSON,LIBERTARIAN PARTY
98391,37,SD 20,JEFFERSON,LIBERTARIAN PARTY
98392,32,SD 20,JEFFERSON,LIBERTARIAN PARTY
98393,32,SD 20,JEFFERSON,LIBERTARIAN PARTY
98394,102,SD 20,JEFFERSON,LIBERTARIAN PARTY
98395,104,SD 20,JEFFERSON,LIBERTARIAN PARTY
98396,74,SD 20,JEFFERSON,LIBERTARIAN PARTY
98397,94,SD 20,JEFFERSON,LIBERTARIAN PARTY
98398,50,SD 20,JEFFERSON,LIBERTARIAN PARTY
98399,60,SD 20,JEFFERSON,LIBERTARIAN PARTY
98400,59,SD 20,JEFFERSON,LIBERTARIAN PARTY
98401,70,SD 20,JEFFERSON,LIBERTARIAN PARTY
98402,99,SD 20,JEFFERSON,LIBERTARIAN PARTY
98403,58,SD 20,JEFFERSON,LIBERTARIAN PARTY
98404,52,SD 20,JEFFERSON,LIBERTARIAN PARTY
98405,43,SD 20,JEFFERSON,LIBERTARIAN PARTY
98406,79,SD 20,JEFFERSON,LIBERTARIAN PARTY
98407,71,SD 20,JEFFERSON,LIBERTARIAN PARTY
98408,99,SD 20,JEFFERSON,LIBERTARIAN PARTY
98409,105,SD 20,JEFFERSON,LIBERTARIAN PARTY
98410,107,SD 20,JEFFERSON,LIBERTARIAN PARTY
98411,82,SD 20,JEFFERSON,LIBERTARIAN PARTY
98412,58,SD 20,JEFFERSON,LIBERTARIAN PARTY
98413,86,SD 20,JEFFERSON,LIBERTARIAN PARTY
98414,127,SD 20,JEFFERSON,LIBERTARIAN PARTY
98415,112,SD 20,JEFFERSON,LIBERTARIAN PARTY
98416,46,SD 20,JEFFERSON,LIBERTARIAN PARTY
98417,86,SD 20,JEFFERSON,LIBERTARIAN PARTY
98418,77,SD 20,JEFFERSON,LIBERTARIAN PARTY
98419,53,SD 20,JEFFERSON,LIBERTARIAN PARTY
98420,51,SD 20,JEFFERSON,LIBERTARIAN PARTY
98421,118,SD 20,JEFFERSON,LIBERTARIAN PARTY
98422,84,SD 20,JEFFERSON,LIBERTARIAN PARTY
98423,44,SD 20,JEFFERSON,LIBERTARIAN PARTY
98424,82,SD 20,JEFFERSON,LIBERTARIAN PARTY
98425,116,SD 20,JEFFERSON,LIBERTARIAN PARTY
98426,46,SD 20,JEFFERSON,LIBERTARIAN PARTY
98427,89,SD 20,JEFFERSON,LIBERTARIAN PARTY
98428,74,SD 20,JEFFERSON,LIBERTARIAN PARTY
98429,64,SD 20,JEFFERSON,LIBERTARIAN PARTY
98430,96,SD 20,JEFFERSON,LIBERTARIAN PARTY
98431,99,SD 20,JEFFERSON,LIBERTARIAN PARTY
98432,54,SD 20,JEFFERSON,LIBERTARIAN PARTY
98433,48,SD 20,JEFFERSON,LIBERTARIAN PARTY
98434,95,SD 20,JEFFERSON,LIBERTARIAN PARTY
98435,52,SD 20,JEFFERSON,LIBERTARIAN PARTY
98436,90,SD 20,JEFFERSON,LIBERTARIAN PARTY
98437,72,SD 20,JEFFERSON,LIBERTARIAN PARTY
98438,49,SD 20,JEFFERSON,LIBERTARIAN PARTY
98439,27,SD 20,JEFFERSON,LIBERTARIAN PARTY
98440,68,SD 20,JEFFERSON,LIBERTARIAN PARTY
98441,70,SD 20,JEFFERSON,LIBERTARIAN PARTY
98442,80,SD 20,JEFFERSON,LIBERTARIAN PARTY
98443,72,SD 20,JEFFERSON,LIBERTARIAN PARTY
98444,66,SD 20,JEFFERSON,LIBERTARIAN PARTY
98445,43,SD 20,JEFFERSON,LIBERTARIAN PARTY
98446,75,SD 20,JEFFERSON,LIBERTARIAN PARTY
98447,61,SD 20,JEFFERSON,LIBERTARIAN PARTY
98448,58,SD 20,JEFFERSON,LIBERTARIAN PARTY
98449,77,SD 20,JEFFERSON,LIBERTARIAN PARTY
98450,56,SD 20,JEFFERSON,LIBERTARIAN PARTY
98451,87,SD 20,JEFFERSON,LIBERTARIAN PARTY
98452,35,SD 20,JEFFERSON,LIBERTARIAN PARTY
98453,95,SD 20,JEFFERSON,REPUBLICAN PARTY
98454,181,SD 20,JEFFERSON,REPUBLICAN PARTY
98455,318,SD 20,JEFFERSON,REPUBLICAN PARTY
98456,421,SD 20,JEFFERSON,REPUBLICAN PARTY
98457,407,SD 20,JEFFERSON,REPUBLICAN PARTY
98458,483,SD 20,JEFFERSON,REPUBLICAN PARTY
98459,752,SD 20,JEFFERSON,REPUBLICAN PARTY
98460,669,SD 20,JEFFERSON,REPUBLICAN PARTY
98461,722,SD 20,JEFFERSON,REPUBLICAN PARTY
98462,633,SD 20,JEFFERSON,REPUBLICAN PARTY
98463,500,SD 20,JEFFERSON,REPUBLICAN PARTY
98464,319,SD 20,JEFFERSON,REPUBLICAN PARTY
98465,569,SD 20,JEFFERSON,REPUBLICAN PARTY
98466,359,SD 20,JEFFERSON,REPUBLICAN PARTY
98467,318,SD 20,JEFFERSON,REPUBLICAN PARTY
98468,235,SD 20,JEFFERSON,REPUBLICAN PARTY
98469,208,SD 20,JEFFERSON,REPUBLICAN PARTY
98470,302,SD 20,JEFFERSON,REPUBLICAN PARTY
98471,315,SD 20,JEFFERSON,REPUBLICAN PARTY
98472,613,SD 20,JEFFERSON,REPUBLICAN PARTY
98473,545,SD 20,JEFFERSON,REPUBLICAN PARTY
98474,502,SD 20,JEFFERSON,REPUBLICAN PARTY
98475,232,SD 20,JEFFERSON,REPUBLICAN PARTY
98476,307,SD 20,JEFFERSON,REPUBLICAN PARTY
98477,571,SD 20,JEFFERSON,REPUBLICAN PARTY
98478,606,SD 20,JEFFERSON,REPUBLICAN PARTY
98479,409,SD 20,JEFFERSON,REPUBLICAN PARTY
98480,615,SD 20,JEFFERSON,REPUBLICAN PARTY
98481,297,SD 20,JEFFERSON,REPUBLICAN PARTY
98482,560,SD 20,JEFFERSON,REPUBLICAN PARTY
98483,477,SD 20,JEFFERSON,REPUBLICAN PARTY
98484,379,SD 20,JEFFERSON,REPUBLICAN PARTY
98485,549,SD 20,JEFFERSON,REPUBLICAN PARTY
98486,505,SD 20,JEFFERSON,REPUBLICAN PARTY
98487,563,SD 20,JEFFERSON,REPUBLICAN PARTY
98488,187,SD 20,JEFFERSON,REPUBLICAN PARTY
98489,449,SD 20,JEFFERSON,REPUBLICAN PARTY
98490,654,SD 20,JEFFERSON,REPUBLICAN PARTY
98491,603,SD 20,JEFFERSON,REPUBLICAN PARTY
98492,325,SD 20,JEFFERSON,REPUBLICAN PARTY
98493,693,SD 20,JEFFERSON,REPUBLICAN PARTY
98494,497,SD 20,JEFFERSON,REPUBLICAN PARTY
98495,480,SD 20,JEFFERSON,REPUBLICAN PARTY
98496,266,SD 20,JEFFERSON,REPUBLICAN PARTY
98497,562,SD 20,JEFFERSON,REPUBLICAN PARTY
98498,350,SD 20,JEFFERSON,REPUBLICAN PARTY
98499,456,SD 20,JEFFERSON,REPUBLICAN PARTY
98500,441,SD 20,JEFFERSON,REPUBLICAN PARTY
98501,459,SD 20,JEFFERSON,REPUBLICAN PARTY
98502,323,SD 20,JEFFERSON,REPUBLICAN PARTY
98503,350,SD 20,JEFFERSON,REPUBLICAN PARTY
98504,256,SD 20,JEFFERSON,REPUBLICAN PARTY
98505,192,SD 20,JEFFERSON,REPUBLICAN PARTY
98506,453,SD 20,JEFFERSON,REPUBLICAN PARTY
98507,492,SD 20,JEFFERSON,REPUBLICAN PARTY
98508,347,SD 20,JEFFERSON,REPUBLICAN PARTY
98509,480,SD 20,JEFFERSON,REPUBLICAN PARTY
98510,452,SD 20,JEFFERSON,REPUBLICAN PARTY
98511,137,SD 20,JEFFERSON,REPUBLICAN PARTY
98512,286,SD 20,JEFFERSON,REPUBLICAN PARTY
98513,897,SD 20,JEFFERSON,REPUBLICAN PARTY
98514,917,SD 20,JEFFERSON,REPUBLICAN PARTY
98515,750,SD 20,JEFFERSON,REPUBLICAN PARTY
98516,776,SD 20,JEFFERSON,REPUBLICAN PARTY
98517,423,SD 20,JEFFERSON,REPUBLICAN PARTY
98518,634,SD 20,JEFFERSON,REPUBLICAN PARTY
98519,542,SD 20,JEFFERSON,REPUBLICAN PARTY
98520,426,SD 20,JEFFERSON,REPUBLICAN PARTY
98521,436,SD 20,JEFFERSON,REPUBLICAN PARTY
98522,825,SD 20,JEFFERSON,REPUBLICAN PARTY
98523,370,SD 20,JEFFERSON,REPUBLICAN PARTY
98524,382,SD 20,JEFFERSON,REPUBLICAN PARTY
98525,411,SD 22,JEFFERSON,DEMOCRATIC PARTY
98526,270,SD 22,JEFFERSON,DEMOCRATIC PARTY
98527,488,SD 22,JEFFERSON,DEMOCRATIC PARTY
98528,486,SD 22,JEFFERSON,DEMOCRATIC PARTY
98529,636,SD 22,JEFFERSON,DEMOCRATIC PARTY
98530,551,SD 22,JEFFERSON,DEMOCRATIC PARTY
98531,296,SD 22,JEFFERSON,DEMOCRATIC PARTY
98532,320,SD 22,JEFFERSON,DEMOCRATIC PARTY
98533,598,SD 22,JEFFERSON,DEMOCRATIC PARTY
98534,406,SD 22,JEFFERSON,DEMOCRATIC PARTY
98535,364,SD 22,JEFFERSON,DEMOCRATIC PARTY
98536,356,SD 22,JEFFERSON,DEMOCRATIC PARTY
98537,283,SD 22,JEFFERSON,DEMOCRATIC PARTY
98538,401,SD 22,JEFFERSON,DEMOCRATIC PARTY
98539,420,SD 22,JEFFERSON,DEMOCRATIC PARTY
98540,288,SD 22,JEFFERSON,DEMOCRATIC PARTY
98541,341,SD 22,JEFFERSON,DEMOCRATIC PARTY
98542,616,SD 22,JEFFERSON,DEMOCRATIC PARTY
98543,522,SD 22,JEFFERSON,DEMOCRATIC PARTY
98544,315,SD 22,JEFFERSON,DEMOCRATIC PARTY
98545,486,SD 22,JEFFERSON,DEMOCRATIC PARTY
98546,378,SD 22,JEFFERSON,DEMOCRATIC PARTY
98547,302,SD 22,JEFFERSON,DEMOCRATIC PARTY
98548,670,SD 22,JEFFERSON,DEMOCRATIC PARTY
98549,279,SD 22,JEFFERSON,DEMOCRATIC PARTY
98550,421,SD 22,JEFFERSON,DEMOCRATIC PARTY
98551,630,SD 22,JEFFERSON,DEMOCRATIC PARTY
98552,415,SD 22,JEFFERSON,DEMOCRATIC PARTY
98553,546,SD 22,JEFFERSON,DEMOCRATIC PARTY
98554,428,SD 22,JEFFERSON,DEMOCRATIC PARTY
98555,414,SD 22,JEFFERSON,DEMOCRATIC PARTY
98556,647,SD 22,JEFFERSON,DEMOCRATIC PARTY
98557,568,SD 22,JEFFERSON,DEMOCRATIC PARTY
98558,781,SD 22,JEFFERSON,DEMOCRATIC PARTY
98559,567,SD 22,JEFFERSON,DEMOCRATIC PARTY
98560,515,SD 22,JEFFERSON,DEMOCRATIC PARTY
98561,621,SD 22,JEFFERSON,DEMOCRATIC PARTY
98562,461,SD 22,JEFFERSON,DEMOCRATIC PARTY
98563,367,SD 22,JEFFERSON,DEMOCRATIC PARTY
98564,411,SD 22,JEFFERSON,DEMOCRATIC PARTY
98565,742,SD 22,JEFFERSON,DEMOCRATIC PARTY
98566,463,SD 22,JEFFERSON,DEMOCRATIC PARTY
98567,458,SD 22,JEFFERSON,DEMOCRATIC PARTY
98568,369,SD 22,JEFFERSON,DEMOCRATIC PARTY
98569,407,SD 22,JEFFERSON,DEMOCRATIC PARTY
98570,651,SD 22,JEFFERSON,DEMOCRATIC PARTY
98571,431,SD 22,JEFFERSON,DEMOCRATIC PARTY
98572,463,SD 22,JEFFERSON,DEMOCRATIC PARTY
98573,463,SD 22,JEFFERSON,DEMOCRATIC PARTY
98574,488,SD 22,JEFFERSON,DEMOCRATIC PARTY
98575,755,SD 22,JEFFERSON,DEMOCRATIC PARTY
98576,361,SD 22,JEFFERSON,DEMOCRATIC PARTY
98577,390,SD 22,JEFFERSON,DEMOCRATIC PARTY
98578,447,SD 22,JEFFERSON,DEMOCRATIC PARTY
98579,731,SD 22,JEFFERSON,DEMOCRATIC PARTY
98580,513,SD 22,JEFFERSON,DEMOCRATIC PARTY
98581,434,SD 22,JEFFERSON,DEMOCRATIC PARTY
98582,658,SD 22,JEFFERSON,DEMOCRATIC PARTY
98583,407,SD 22,JEFFERSON,DEMOCRATIC PARTY
98584,610,SD 22,JEFFERSON,DEMOCRATIC PARTY
98585,504,SD 22,JEFFERSON,DEMOCRATIC PARTY
98586,683,SD 22,JEFFERSON,DEMOCRATIC PARTY
98587,459,SD 22,JEFFERSON,DEMOCRATIC PARTY
98588,348,SD 22,JEFFERSON,DEMOCRATIC PARTY
98589,540,SD 22,JEFFERSON,REPUBLICAN PARTY
98590,391,SD 22,JEFFERSON,REPUBLICAN PARTY
98591,696,SD 22,JEFFERSON,REPUBLICAN PARTY
98592,758,SD 22,JEFFERSON,REPUBLICAN PARTY
98593,755,SD 22,JEFFERSON,REPUBLICAN PARTY
98594,831,SD 22,JEFFERSON,REPUBLICAN PARTY
98595,485,SD 22,JEFFERSON,REPUBLICAN PARTY
98596,453,SD 22,JEFFERSON,REPUBLICAN PARTY
98597,819,SD 22,JEFFERSON,REPUBLICAN PARTY
